description,id,keywords,name,slug,thumbnail_url,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber,owner_id,difficulty,servings,category
We took Tasty’s famous chocolate chip cookie recipe and turned it into edible dough that’s just as delicious as the original.,6456,"birthday cake, cloud cake, cookie cake, cookies 101, how to make birthday cake, how to make chocolate cookies, how to make cloud cake, how to make cookie cake, rainbow cake, tower cake",Tasty 101 Edible Cookie Dough,tasty-101-edible-cookie-dough,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/277182.jpg,24,53,28,19,171,90,8,19,558,48,95,4,mymealuser,2,6,
This Chocolate Hummus Parfait is so good that we just had to spread the word. Try Sabra’s NEW Dark Chocolate Dessert Dip & Spread today!,6457,,Sabra Chocolate S’mores Parfait Cups,sabra-chocolate-smores-parfait-cups,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/274231.jpg,56,42,20,0,0,,12,23,657,41,104,2,mymealuser,1,5,
Try these healthy and delicious veggie wraps made with Sabra’s Classic Hummus!,6458,,Chickpea And Veggie Avocado Wrap,chickpea-and-veggie-avocado-wrap,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/274225.jpg,52,41,17,0,0,,49,31,661,7,50,18,mymealuser,1,6,
"Pairing matcha milk tea and ice cream, these popsicles will let you skip your next trip to the boba shop and beat the heat! Sweet brown sugar syrup and smooth matcha combine to make the perfect summer treat.",6459,,Brown Sugar Matcha Ice Cream Bars,brown-sugar-matcha-ice-cream-bars,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/804110448a9749939eced83273274d26.jpeg,6,20,1470,6,21,78,3,19,287,28,30,0,mymealuser,1,3,
"Peace, love, and macaron magic! Paint the inside of a piping bag with your favorite colors to create swirly multi-colored macaron shells. Then, fill with white chocolate ganache and halved strawberries for a cake unlike any other. Impress your friends and family with this must-have dessert at your next baby shower, bridal shower, or birthday party.",6464,"baby shower, birthday cake , birthday recipe, bridal shower, fun food, how to make macarons, macaron cake, macaron shells, strawberry cake, tastysinglerecipe, tie-dye recipes, unique cakes, unique desserts, white chocolate ganache",Tie-Dye Macaron Cake,tie-dye-macaron-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/277498.jpg,60,30,100,23,94,81,13,38,667,70,77,4,mymealuser,2,2,dessert
"Quick-cooking flank steak gets an umami upgrade with an easy pan sauce of sautéed onion, garlic, rosemary, and Dijon mustard.",6466,"date night, dijon mustard, easy family meal, easy recipes, flank steak, quick dinner ideas, sauteed onions garlic and rosemary, steak and potatoes, steak recipe, tasty, umami recipes",Flank Steak With Mustardy Onions And Rosemary,flank-steak-with-mustardy-onions-and-rosemary,https://img.buzzfeed.com/video-api-prod/assets/b5a619ccd3fb4d3dbe7aa38a6c9173e0/flanksteak.jpg,20,15,35,7,96,94,32,12,276,2,6,1,mymealuser,2,4,
Looking for a new way to spice up traditional fried rice? Try this savory and spicy volcano fried rice that sits in an egg bath and oozes creamy mozzarella cheese.,6467,,Cheesy Volcano Fried Rice,cheesy-volcano-fried-rice,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/277850.jpg,15,10,25,14,132,91,74,69,1560,7,155,10,mymealuser,1,5,
"Layers of passion fruit, lime, and strawberry-flavored whipped cream are stacked between vibrant layers of red-, orange-, and green-colored crepes for a dessert that’s almost too pretty to eat.",6468,"crepe cake, desserts, impressive dessert, indulgent, rainbow food, tasty",Tropical Crepe Cake,tropical-crepe-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278030.jpg,45,15,100,4,49,93,13,15,391,18,47,1,mymealuser,2,4,dessert
"This citrusy monkey bread levels up store-bought biscuit dough into a decadent pull-apart dessert. Quarter the biscuits and toss in a mixture of sugar, butter, orange zest, and vanilla, then bake to golden brown perfection and finish with a creamy orange glaze. You won’t be able to keep your hands away!",6469,"dessert, impressive, orange flavored desert, pull apart bread, tasty",Glazed Orange Pull-Apart Bread,glazed-orange-pull-apart-bread,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278128.jpg,50,5,85,12,101,90,5,10,353,33,62,2,mymealuser,3,5,dessert
"Want to serve a show-stopping dinner that comes together in no time at all? Seared to golden brown perfection and bathed in a buttery pan sauce of fragrant shallots and white wine and briny capers, these scallops are sure to impress. And since the whole dish takes just 15 minutes to make, you don’t need to wait for a special occasion to indulge.",6470,"cook, cooking, dinner, dinner recipes, how to cook, pan, single tasty recipe, tasty recipes",Scallops With Caper Pan Sauce,scallops-with-caper-pan-sauce,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278187.jpg,9,5,14,4,57,94,91,10,647,2,36,1,mymealuser,2,5,
This content is intended solely for users of legal drinking age. Drink responsibly.,6474,"tasty, tasty_contains_alcohol",Grilled Double Smashed Burger And Spiced Cuba Libre,grilled-double-smashed-burger-and-spiced-cuba-libre,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278111.jpg,58,43,26,6,23,80,66,90,1395,23,54,11,mymealuser,3,3,
"Turn rice cakes and your favorite nuts and freeze-dried fruit into a sweet treat with a dip in melted chocolate and a sprinkle of flaky salt. This recipe comes together quickly so you can be snacking in just minutes, and it makes plenty to share with your family and friends!",6475,"chocolate, dessert, fun recipes, rice cake, snack, tasty, tasty recipe, tasty_vegetarian","Chocolate Dipped Rice Cake “Candy Bar"" Bites",chocolate-dipped-rice-cake-candy-bar-bites,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278513.jpg,5,10,20,6,25,81,3,6,207,4,35,2,mymealuser,1,6,vegetarian
"After a night of camping, there’s nothing better to wake up to than the smell of cinnamon rolls. Katie takes it up a notch by cooking them in orange cups to infuse that citrusy flavor into every bite.",6480,,Orange Cinnamon Rolls,orange-cinnamon-rolls,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278654.jpg,35,10,45,19,45,71,11,56,964,85,108,4,mymealuser,1,6,
These s’mores cones are the perfect way to end a night of camping. Consider it a dessert bar on the go. Use your favorite toppings or candies to make them your own!,6481,,S’mores Cones,smores-cones,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278654.jpg,5,5,10,15,91,86,8,29,691,60,109,5,mymealuser,2,2,
This Giant Crunchwrap recipe is sure to be a showstopper on your next camping adventure. Make it your own and customize it with your own fillings!,6482,,Giant Crunchwrap,giant-crunchwrap,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278654.jpg,38,10,53,8,80,91,46,46,889,7,68,5,mymealuser,3,5,
"Katie goes camping with her husband and brings this delicious and spicy queso to enjoy as an appetizer while they make their dinner. If you don’t like spice, omit the jalapeño and use cheddar cheese cheese instead of pepper Jack. If making while camping, cook the chorizo ahead of time and store in a cooler until ready to assemble.",6483,,Spicy Campfire Queso,spicy-campfire-queso,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278654.jpg,10,5,15,7,43,86,49,66,835,2,8,0,mymealuser,3,6,
"This Rainbow Cotton Candy “Cake” is fun for the whole family to build together! Shape it into a cake, stick skewers all around and top with gummies. Cut into “slices,” flip and enjoy like traditional cotton candy! Switch up the colors to design your own cotton candy ""cake!""",6506,,Cotton Candy Rainbow “Cake”,cotton-candy-rainbow-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/279364.jpg,90,10,140,11,72,87,0,0,166,28,41,0,mymealuser,1,3,
This Cotton Candy Ice Cream Sandwich will bring you back to the summer county fairs. Switch up the ice cream flavors and sprinkles for your personal touch!,6507,,Cotton Candy Ice Cream Sandwich,cotton-candy-ice-cream-sandwich,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/279364.jpg,10,5,30,16,75,83,17,46,928,96,113,4,mymealuser,3,6,
This cotton candy rain cloud sprinkles drops of sugar… literally! The steam of the hot milky tea melts the cotton candy right into the tea for added sweetness. Try it with coffee or your favorite tea!,6508,,Cotton Candy Rain Cloud,cotton-candy-rain-cloud,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/279364.jpg,10,5,30,19,85,82,7,4,176,25,26,0,mymealuser,1,4,
"We can’t get enough of this easy root beer pulled pork recipe. Let the Instant Pot do all the work, leaving you with the juiciest barbecue pork. Serve on buttery brioche buns or as sliders and top off with a simple pickled onion slaw.",6517,"dinner recipe, instant pot, lunch recipe, pulled pork, root beer, sandwich, tasty, tastybuzzfeed",Instant Pot Root Beer Pulled Pork,instant-pot-root-beer-pulled-pork,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280113.jpg,70,20,105,6,148,97,47,35,732,49,58,4,mymealuser,2,6,
"A sweet treat to use as a teaching tool, then eat! Simply cut cookie wedges from our classic shortbread cookie dough, bake, and decorate with a rainbow of royal icing. Have fun with your kids as you piece this edible puzzle together and learn primary, secondary, and tertiary colors.",6519,"color, colorful, cookie, cookie recipe, homemade, how to bake, how to make",Color Wheel Cookie Puzzle,color-wheel-cookie-puzzle,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280132.jpg,20,10,215,23,80,78,0,0,287,71,72,0,mymealuser,1,5,
Get excited about healthier cookies sandwiched together with creamy froyo,6521,,Froyo Cookie Sandwiches,froyo-cookie-sandwiches,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280382.jpg,41,32,19,16,97,86,16,34,673,50,76,4,mymealuser,1,4,
"This is the perfect sandwich for those long summer days when peaches are at their ripest. Ooey, gooey Brie is paired with salty pesto and sweet peaches and sandwiched between two slices of crusty bread for a panini that’s truly unforgettable.",6522,"blogger, brie, cobbler, cooking, dessert, dinner, fresh, fruit, fun, ingredients, lunch, meiko and the dish, meiko drew, panini, peach cobbler, peach panini, peach sweet and spicy sticky wings, peaches, pie, recipe, sandwich, snack, stone fruit, summer, tasty, tutorial, wings",Grilled Peach Panini,grilled-peach-panini,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/a5fc6db2927e4e36b64e90634b30d0bf/BFV70366_3MealsXIngredientWithMeikoDrew_MC_082520_v.05_YT_H264.jpg,8,10,25,11,49,82,23,62,863,24,59,6,mymealuser,2,2,dessert
"They’re sweet, they’re smoky, they’re crunchy, and YES they’re sticky! These wings are insanely delicious and super easy to make–don’t let the long ingredient list fool you.",6523,"blogger, brie, cobbler, cooking, dessert, dinner, fresh, fruit, fun, ingredients, lunch, meiko and the dish, meiko drew, panini, peach cobbler, peach panini, peach sweet and spicy sticky wings, peaches, pie, recipe, sandwich, snack, stone fruit, summer, tasty, tutorial, wings",Sweet & Spicy Peach Sticky Wings,sweet-spicy-peach-sticky-wings,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280470.jpg,60,20,80,2,33,95,35,44,601,14,17,1,mymealuser,3,5,dessert
"Sweet, juicy peaches are the star of this dessert. Tossed with warming spices and a secret ingredient (hint: it’s peppery), they’re baked between two layers of flaky pie crust, making it a true staple of the South. If peaches aren’t in season, try using canned peaches instead.",6524,"blogger, brie, cobbler, cooking, dessert, dinner, fresh, fruit, fun, ingredients, lunch, meiko and the dish, meiko drew, panini, peach cobbler, peach panini, peach sweet and spicy sticky wings, peaches, pie, recipe, sandwich, snack, stone fruit, summer, tasty, tutorial, wings",Peach Cobbler,peach-cobbler,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280470.jpg,45,15,90,4,33,90,8,26,593,45,86,6,mymealuser,3,4,dessert
"This ooey gooey take on pimento cheese is sure to be your new favorite party snack. A blend of cheeses is baked into a melty dip, then topped with a zesty mixture of pimentos and olives. Serve with plenty of crackers for dipping!",6526,"appetizer, baked, cheese, dip, pimento, snack, tasty, zesty",Baked Pimento Cheese Dip,baked-pimento-cheese-dip,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280526.jpg,15,5,20,2,53,97,17,32,382,2,7,1,mymealuser,1,5,
"Consider these cinnamon rolls fall-ified. We stuffed our classic cinnamon rolls with thinly sliced Granny Smith apples and drizzled them with homemade salted caramel sauce. It’s ooey, gooey goodness in every bite. Enjoy for breakfast or dessert!",6527,"apple, carmel, carmel desserts, cinnamon rolls, how to bake, tasty",Salted Caramel Apple Cinnamon Rolls,salted-caramel-apple-cinnamon-rolls,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/280547.jpg,35,15,185,15,90,86,2,14,282,28,40,1,mymealuser,1,2,dessert
"Next time you want to impress your friends, try making these outrageous burgers. They’re stuffed mounds of cheddar cheese, wrapped in bacon, and brushed with tangy BBQ sauce. To top it all off, they’re served with grilled pineapple for an extra layer of sweetness. Yum!",6528,,Pineapple BBQ Bacon Burgers,pineapple-bbq-bacon-burgers,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/d39d38248e8542beb9d7e33f6108af30/BFV70332_ITriedToMAkeABBQDinnerFor4People_FB_0827520_YT_1.jpg,30,10,50,10,57,86,80,52,1139,37,82,6,mymealuser,1,4,bbq
"In true Dollar Dish fashion, we use the help of store-bought ingredients to make a delicious and unique dessert. This time we’re pairing canned cinnamon rolls and with fresh, juicy summer peaches and taking them to the grill. They’re crunchy on the outside and ooey gooey on the inside with just the perfect amount of sweetness.",6531,,Peaches And Cream Grilled Cinnamon Rolls,peaches-and-cream-grilled-cinnamon-rolls,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ffa049b23f364ffc9da7b9c60ebe9ad1/BFV70332_ITriedToMAkeABBQDinnerFor4People_FB_0827520_YT_1.jpg,30,5,45,19,90,83,4,12,327,27,52,2,mymealuser,3,4,
"Cold brew coffee, cream cheese frosting, and extra chocolate chips turn boxed cake mix into something wonderful.",6537,"10 ingredient chocolate cake, 2 ingredient chocolate cake, 20 ingredient chocolate cake, alvin zhou, alvin zhou buzzfeed, alvin zhou cooking, chocolate cake, how to make chocolate cake, tasty chocolate cake, ultimate chocolate cake recipe",10-Ingredient Cream Cheese Chocolate Cake,10-ingredient-cream-cheese-chocolate-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f80ae03af5464217be35743cca322654/BFV70407_20vs10vs2ChocolateCake.jpg,35,2,2,20,107,85,11,56,964,85,108,4,mymealuser,3,3,
"Nothing can compare to experiencing <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singapore</a> in real life — but this recipe for Cereal Prawns gets you pretty close.",6539,"chinese, deep-fry, dinner, hawker food, lunch, pescatarian, prawns, seafood, shrimp, singapore, street food, wok",Cereal Prawns,cereal-prawns,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/268334.jpg,57,24,42,3,11,79,6,25,282,3,8,0,mymealuser,1,5,
"This recipe for Prawn Paste Chicken will have you dreaming of travelling to <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singapore</a> soon!",6540,"asian  , chicken, chinese, deep-fry, dinner, hawker food, international, seafood, shrimp, singapore, street food, wok",Prawn Paste Chicken (Har Cheong Gai),prawn-paste-chicken-har-cheong-gai,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/268332.jpg,54,38,60,3,14,83,11,56,964,85,108,4,mymealuser,1,2,
"The hype around <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singapore</a> Chilli Crab is well-deserved. Discover it for yourself, with this tasty recipe.",6541,"asian, chinese, crab, dinner, hawker food, international, lunch, pescatarian, seafood, singaporean, spicy, street food, traditional food",Singapore Chilli Crab,singapore-chilli-crab,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/268999.jpg,39,50,25,2,44,96,32,47,715,23,41,2,mymealuser,1,2,
"If you thought <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singapore’s</a> Carrot Cake dish was a twist on the classic dessert — think again.",6542,"breakfast, chinese, hawker food, international, lunch, savoury, sides, singapore, snack, street food, vegetarian, white radish, wok",Fried Carrot Cake,fried-carrot-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/269167.jpg,53,25,59,9,26,75,4,21,373,3,38,0,mymealuser,2,4,vegetarian
"Try breakfast the <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singaporean</a> way, with Coconut Jam (Kaya) on toast.",6543,"asian, breakfast, coconut, hawker food, international, singapore, singaporean, snack, street food, tasty, tasty_vegetarian, toast, traditional food, vegetarian",Coconut Jam (Kaya),coconut-jam-kaya,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/271007.jpg,60,17,33,5,50,91,4,16,257,32,24,0,mymealuser,3,2,vegetarian
"Get a tantalising taste of <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singapore</a> for yourself with this spiced bowl of laksa.",6544,"asian, chilli, dinner, hawker food, international, laksa, lunch, noodles, pescatarian, prawns, seafood, shrimp, soup, spicy, street food",Singapore Laksa,singapore-laksa,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/271009.jpg,23,19,37,3,31,92,11,56,964,85,108,4,mymealuser,1,2,
"Coffee for the main course? Don't mind if we do. Check out this epic recipe for <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singapore</a> Coffee Ribs.",6548,"asian, bbq, chinese, dinner, hawker, international, lunch, pork, singaporean, street food, wok",Singapore Coffee Ribs,singapore-coffee-ribs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/272297.jpg,60,59,28,6,48,89,21,36,558,21,35,4,mymealuser,3,4,bbq
"While the delicious medley of rich tomatoes, melty mozzarella cheese, and crispy crunchy chicken sounds like an Italian speciality, it is actually an American dish that was invented by immigrants. Based on an Italian classic, Mezzaluna alla Parmigiana, or eggplant Parmesan, this Italian-American staple came from a lack of eggplant being grown in the United States, as well as an American preference for meat, particularly chicken. These tips, tricks, and techniques from a Michelin Star-trained chef will make this a version of chicken Parm a staple in your kitchen as well.",6564,"app, at home, buzzfeed, caviar, chef joe, chef sasto, chicken, chicken parm, chicken parmigiana, comfort food, competition, delicious, delivery, delivery challenge, driver, fried, grubhub, how to make, italian american, joe sasto, marinara, olive garden, parmesan, pasta, postmates, race, recipe, sauce, take out, tasty, time trial, top chef, ubereats, victory","Classic, Upgraded Chicken Parmesan",classic-upgraded-chicken-parmesan,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/282690.jpg,20,10,45,14,143,92,11,56,964,85,108,4,mymealuser,2,6,
"Craving Thai food for dinner? This chicken curry dish — with spicy green chilis, curry paste, creamy coconut milk, and plenty of veggies — comes together quickly and definitely delivers on flavor. Serve it over rice with lots of fresh lime!

(*This chicken curry was 1 of 3 winners in our latest <a href=""https://tasty.co/article/annakopsky/want-to-be-featured-on-tasty-and-win-swag-enter-o-93914jlnqk"">recipe challenge</a>.)",6565,,Thai Green Chicken Curry,thai-green-chicken-curry,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/265385c4e7fd45ebacb535dafc17ad75.png,33,22,32,1,1,50,98,77,1471,43,117,43,mymealuser,2,4,
"Time to break out the Crock Pot! For this recipe, buffalo chicken cooks low and slow while you mix up a creamy sauce that includes Ranch and sour cream. When everything’s done, pile it all onto crisp, cool celery sticks and you’ll have a perfect meal or snack for any time of day.

(*These buffalo chicken sticks were 1 of 3 winners in our latest <a href=""https://tasty.co/article/annakopsky/want-to-be-featured-on-tasty-and-win-swag-enter-o-93914jlnqk"">recipe challenge</a>.)",6566,,Crock Pot Buffalo Chicken Celery Sticks,buffalo-chicken-celery-sticks,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/03659cb121544487984a578563ba36ed.png,47,48,20,0,0,,50,43,634,4,10,3,mymealuser,3,5,low-carb
"This Baked Chicken with <a href=""http://mezzettamakesitbetta.com/"">Mezzetta®</a> Castelvetrano Olives and Roasted Red Peppers is unbelievably tasty and easy to throw together.",6572,,Baked Chicken With Mezzetta Olives And Roasted Red Peppers,baked-chicken-with-mezzetta-olives-and-roasted-red-peppers,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/282923.jpg,15,52,58,1,32,97,15,20,286,4,11,2,mymealuser,3,5,low-carb
Looking for an affordable but impressive meal? Try this cheese and spinach-stuffed chicken wrapped in luxurious prosciutto and served over creamy roasted red pepper pasta.,6585,,Creamy Spinach-Stuffed Chicken With Roasted Red Pepper Fettuccine,creamy-spinach-stuffed-chicken-with-roasted-red-pepper-fettuccine,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/283537.jpg,40,15,110,10,52,84,34,51,858,7,64,3,mymealuser,1,5,
"Panna cotta is one of the easiest desserts to make, but you wouldn’t know by how elegant it sounds (and tastes!). We took it a step further by making a layered panna cotta with two flavors and a fancy design.",6586,,Strawberry Panna Cotta,strawberry-panna-cotta,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/283537.jpg,30,10,280,9,65,88,4,22,336,27,31,2,mymealuser,1,5,
"Shrikhand is a creamy, thick and saffron-infused dessert that starts with a simple greek yogurt. It's strained overnight to remove the whey, then mixed with sugar and bloomed saffron and topped with whipped cream and chopped nuts. Delicious!",6587,"3 desserts, 5 ingredients, buzzfeed, coconut ladoo, coconuts, cool, delicious, desserts, easy desserts, fruit, how to make, ice cream, india, indian, instructions, kamana bhaskaran, laddu, ladoos, mango kulfi, mangoes, recipe, refreshing, saffron shrikhand mousse, simple, summer, sweet treat, tasty, treats, tutorial",Saffron Shrikhand Mousse,saffron-shrikhand-mousse,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/d87359e90c2c4a0da114413c26fc8007/BFV70367_3IndianDessertsWith5IngrientsWithKamanaBhaskaran_MC_YT_FINAL.jpg,25,31,18,14,42,75,11,0,197,32,37,1,mymealuser,1,2,dessert
Kulfi is the Indian version of ice cream but it’s even easier to make. With a few simple ingredients you have a decadent and luscious dessert with minimal effort. Take it a step further by garnishing with rose petals for an extra fancy effect!,6588,"3 desserts, 5 ingredients, buzzfeed, coconut ladoo, coconuts, cool, delicious, desserts, easy desserts, fruit, how to make, ice cream, india, indian, instructions, kamana bhaskaran, laddu, ladoos, mango kulfi, mangoes, recipe, refreshing, saffron shrikhand mousse, simple, summer, sweet treat, tasty, treats, tutorial",Mango Kulfi,mango-kulfi,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/af0b0fee237d446ea1a6d4e0e025f50a/BFV70367_3IndianDessertsWith5IngrientsWithKamanaBhaskaran_MC_YT_FINAL.jpg,480,10,500,18,49,74,4,28,336,22,24,0,mymealuser,1,5,dessert
"Coconut ladoos are traditional Indian desserts made of desiccated coconut, sweetened condensed milk, and cardamom. They're easy to make and a great dessert to bring to celebration or special events.",6589,"3 desserts, 5 ingredients, buzzfeed, coconut ladoo, coconuts, cool, delicious, desserts, easy desserts, fruit, how to make, ice cream, india, indian, instructions, kamana bhaskaran, laddu, ladoos, mango kulfi, mangoes, recipe, refreshing, saffron shrikhand mousse, simple, summer, sweet treat, tasty, treats, tutorial",5-Ingredient Coconut Ladoos,5-ingredient-coconut-ladoos,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/94d63d435e3143bfb33190cd21ae6311/BFV70367_3IndianDessertsWith5IngrientsWithKamanaBhaskaran_MC_YT_FINAL.jpg,7,5,87,7,47,88,2,9,189,21,25,2,mymealuser,3,5,dessert
This recipe is great for vegans and vegetarians or those just wanting to reduce their meat intake without scrimping on flavour!,6593,vegan meat cheeseburger cheesy bbq patty healthy junk food mushrooms beetroot delicious juicy meat-free vegetarian dairy-free,Vegan Cheeseburger,vegan-cheeseburger,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/283858.jpg,43,53,43,15,38,72,16,31,507,19,48,6,mymealuser,1,6,vegetarian
"Turn your fridge scraps into creamy, dreamy dip! Leftover cheese bits and herbs are whipped with dry white wine for a tangy, herbaceous spread that’s so much more than the sum of its parts. Experiment with your favorite flavors, or try something new–you can’t go wrong!",6594,"and dinner, appetizer, cheese, dip, herb, lunch, tasty, tasty_vegetarian, zesty",Clean Out The Fridge Cheese And Herb Dip,clean-out-the-fridge-cheese-and-herb-dip,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/284007.jpg,19,40,24,6,26,82,15,21,279,0,3,0,mymealuser,2,4,vegetarian
"Two classic Italian favorites, carbonara and vongole, come together in this savory, briny, creamy pasta dish.",6600,"and fancy dinner, carbonara, clams, dinner, dinner recipes, fish, sea food, tasty, tasty recipes",Clams Carbonara,clams-carbonara,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/284190.jpg,8,5,15,20,36,65,11,56,964,85,108,4,mymealuser,1,6,
"Chef Paul Natrall’s take on pizza uses bannock bread for a Squamish Nation twist. Fluffy, tangy, cheesy, crispy, it’s everything you want in a perfect homemade pizza!",6605,,Bannock Pizza As Made By Paul Natrall,bannock-pizza-as-made-by-paul-natrall,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/33dc51ab23124fd79dc6abeda7e6bc58.jpeg,16,20,36,4,7,64,30,15,857,29,146,5,mymealuser,2,6,
"Have a craving for your favorite fast food taco but want to try it at home? This homemade Doritos Locos Taco recipe is perfect for you. Ground Doritos make a perfect cheesy taco shell, while the well-seasoned meat mixture closely replicates the original. Serve this up for a few guests and see if they think homemade is better than fast food.",6631,,Homemade Doritos Locos Tacos,homemade-doritos-locos-tacos,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/257669.jpg,30,10,40,13,85,87,15,29,451,1,33,2,mymealuser,2,6,
A sweet spin on the classic frittata with delicious ripe plantains and smoky sausage.,6657,", afrolatina, best plantain recipes, how to cook plantains, how to make a frittata, how to make puerto rican cuisine, how to say plantain, plantain, stuffed plantains",Plantain Frittata,plantain-frittata,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/88bb08c9c91a4227a56e780441349d82/BFV71554_Secretingredient3WayswAlexhill_YT_V3.jpg,120,15,135,10,33,77,19,22,415,16,36,3,mymealuser,1,5,
Stuffed plantains inspired by Puerto Rican cuisine.,6658,", afrolatina, best plantain recipes, how to cook plantains, how to make a frittata, how to make puerto rican cuisine, how to say plantain, plantain, stuffed plantains",Picadillo Stuffed Plantains,picadillo-stuffed-plantains,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/cdd8486ad4634331a2bb251394d0dd14/BFV71554_Secretingredient3WayswAlexhill_YT_V3.jpg,90,20,110,1,17,95,27,33,801,44,106,8,mymealuser,2,3,
